	TransID	ActivityName	Time	eLetter_Type	eLetter_ID	ShapeID	ShapeNumber	OK_After_Review_14_perc	OK_After_Review_17_perc	OK_After_Review_25_perc	ProcessName	Analyze_Criteria_AVG	Analyze_Criteria_STD	Create_Initial_Draft_MAX	Create_Initial_Draft_MIN	Create_Proof_AVG	Create_Proof_STD	Delta_Time	Gather_Materials	Internal_Review_MAX	Internal_Review_MIN	Modify_Criteria_AVG	Modify_Criteria_STD	Optimize_Graphics_MAX	Optimize_Graphics_MIN	Outline_Text	Paste_In_Template_AVG	Paste_In_Template_STD	Preempt	Priority	Pull_Target_List_MAX	Pull_Target_List_MIN	Review_13_AVG	Review_13_STD	Review_16_AVG	Review_16_STD	Send_On	timeStamp	caseEnd	caseStart	relativeTime	relativeTime_s
320	27	Pull Target List	636057.79276	Type_2	26	27	27	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:40:57.792760000	2016-01-08 18:40:57.792760000	2016-01-08 17:30:30.144589000	0 days 01:10:27.648171	4227
321	30	Send To Production	632874.392098	Type_1	29	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 17:47:54.392098000	2016-01-08 17:47:54.392098000	2016-01-08 17:42:54.392098000	0 days 00:05:00	300
322	30	Analyze Criteria	636501.512475	Type_1	29	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:48:21.512475000	2016-01-08 18:48:21.512475000	2016-01-08 17:47:54.392098000	0 days 01:00:27.120377	3627
323	40	Request	634200.0	Type_1	89	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:10:00.000000000	2016-01-08 18:10:00.000000000	2016-01-08 18:00:00.000000000	0 days 00:10:00	600
324	25	Optimize Graphics	691318.759737	Type_1	41	62	11	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:01:58.759737000	2016-01-09 10:01:58.759737000	2016-01-08 18:06:25.219169000	0 days 15:55:33.540568	57333
325	40	Start	634200.0	Type_1	89	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:10:00.000000000	2016-01-08 18:10:00.000000000	2016-01-08 18:10:00.000000000	0 days 00:00:00	0
326	40	Schedule Activities	635461.203598	Type_1	89	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:31:01.203598000	2016-01-08 18:31:01.203598000	2016-01-08 18:10:00.000000000	0 days 00:21:01.203598	1261
327	32	Delay	659045.742489	Type_4	52	1022	6	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 01:04:05.742489000	2016-01-09 01:04:05.742489000	2016-01-08 18:21:25.219169000	0 days 06:42:40.523320	24160
328	16	End	635280.534431	Type_4	16	285	21	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-08 18:28:00.534431000	2016-01-08 18:28:00.534431000	2016-01-08 18:28:00.534431000	0 days 00:00:00	0
329	31	Send To Production	635716.358972	Type_1	37	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-08 18:35:16.358972000	2016-01-08 18:35:16.358972000	2016-01-08 18:30:16.358972000	0 days 00:05:00	300
330	40	Broadcast Request for Related Articles	697093.005661	Type_1	89	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:38:13.005661000	2016-01-09 11:38:13.005661000	2016-01-08 18:31:01.203598000	0 days 17:07:11.802063	61631
331	31	Analyze Criteria	695760.351182	Type_1	37	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:16:00.351182000	2016-01-09 11:16:00.351182000	2016-01-08 18:35:16.358972000	0 days 16:40:43.992210	60043
332	30	Pull Target List	694900.174579	Type_1	29	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:01:40.174579000	2016-01-09 11:01:40.174579000	2016-01-08 18:48:21.512475000	0 days 16:13:18.662104	58398
333	34	Delay	663780.251464	Type_1	53	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 02:23:00.251464000	2016-01-09 02:23:00.251464000	2016-01-08 18:50:16.358972000	0 days 07:32:43.892492	27163
334	29	Gather Materials	698293.005661	Type_2	50	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:58:13.005661000	2016-01-09 11:58:13.005661000	2016-01-08 22:58:03.431309000	0 days 13:00:09.574352	46809
335	26	Gather Materials	702468.074114	Type_1	49	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 13:07:48.074114000	2016-01-09 13:07:48.074114000	2016-01-08 23:09:54.898815000	0 days 13:57:53.175299	50273
336	32	Gather Materials	703735.100207	Type_4	52	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 13:28:55.100207000	2016-01-09 13:28:55.100207000	2016-01-09 01:04:05.742489000	0 days 12:24:49.357718	44689
337	34	Gather Materials	720897.365145	Type_1	53	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:14:57.365145000	2016-01-09 18:14:57.365145000	2016-01-09 02:23:00.251464000	0 days 15:51:57.113681	57117
338	41	Request	691800.0	Type_1	97	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:10:00.000000000	2016-01-09 10:10:00.000000000	2016-01-09 10:00:00.000000000	0 days 00:10:00	600
339	33	Send To Production	691558.970609	Type_2	38	23	23	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:05:58.970609000	2016-01-09 10:05:58.970609000	2016-01-09 10:00:58.970609000	0 days 00:05:00	300
340	25	Paste In Template	694666.792058	Type_1	41	66	12	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:57:46.792058000	2016-01-09 10:57:46.792058000	2016-01-09 10:01:58.759737000	0 days 00:55:48.032321	3348
341	35	Delay	714046.462248	Type_1	85	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 16:20:46.462248000	2016-01-09 16:20:46.462248000	2016-01-09 10:05:16.358972000	0 days 06:15:30.103276	22530
342	33	Analyze Criteria	711816.849687	Type_2	38	25	24	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 15:43:36.849687000	2016-01-09 15:43:36.849687000	2016-01-09 10:05:58.970609000	0 days 05:37:37.879078	20257
343	41	Start	691800.0	Type_1	97	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:10:00.000000000	2016-01-09 10:10:00.000000000	2016-01-09 10:10:00.000000000	0 days 00:00:00	0
344	41	Schedule Activities	693208.331607	Type_1	97	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 10:33:28.331607000	2016-01-09 10:33:28.331607000	2016-01-09 10:10:00.000000000	0 days 00:23:28.331607	1408
345	18	OK?	789778.268855	Type_4	28	226	17	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 13:22:58.268855000	2016-01-10 13:22:58.268855000	2016-01-09 10:10:28.165873000	1 days 03:12:30.102982	97950
346	28	Pull Target List	711111.822058	Type_4	28	27	27	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 15:31:51.822058000	2016-01-09 15:31:51.822058000	2016-01-09 10:10:28.165873000	0 days 05:21:23.656185	19283
347	37	Delay	714823.519954	Type_2	86	1022	6	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 16:33:43.519954000	2016-01-09 16:33:43.519954000	2016-01-09 10:20:58.970609000	0 days 06:12:44.549345	22364
348	41	Broadcast Request for Related Articles	784065.391091	Type_1	97	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 11:47:45.391091000	2016-01-10 11:47:45.391091000	2016-01-09 10:33:28.331607000	1 days 01:14:17.059484	90857
349	25	Review	698497.554331	Type_1	41	223	16	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:01:37.554331000	2016-01-09 12:01:37.554331000	2016-01-09 10:57:46.792058000	0 days 01:03:50.762273	3830
350	38	Send To Production	695293.005661	Type_4	40	23	23	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 11:08:13.005661000	2016-01-09 11:08:13.005661000	2016-01-09 11:03:13.005661000	0 days 00:05:00	300
351	36	Send To Production	695300.628856	Type_1	41	23	23	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:08:20.628856000	2016-01-09 11:08:20.628856000	2016-01-09 11:03:20.628856000	0 days 00:05:00	300
352	38	Analyze Criteria	720720.832131	Type_4	40	25	24	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 18:12:00.832131000	2016-01-09 18:12:00.832131000	2016-01-09 11:08:13.005661000	0 days 07:03:47.826470	25427
353	36	Analyze Criteria	782995.491487	Type_1	41	25	24	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 11:29:55.491487000	2016-01-10 11:29:55.491487000	2016-01-09 11:08:20.628856000	1 days 00:21:34.862631	87694
354	31	Pull Target List	702668.915469	Type_1	37	27	27	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 13:11:08.915469000	2016-01-09 13:11:08.915469000	2016-01-09 11:16:00.351182000	0 days 01:55:08.564287	6908
355	39	Delay	719150.38078	Type_4	88	1022	6	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 17:45:50.380780000	2016-01-09 17:45:50.380780000	2016-01-09 11:23:13.005661000	0 days 06:22:37.375119	22957
356	36	OK?	782995.491487	Type_1	41	1040	25	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 11:29:55.491487000	2016-01-10 11:29:55.491487000	2016-01-09 11:24:00.857273000	1 days 00:05:54.634214	86754
357	25	Create Proof	697312.061652	Type_1	41	219	15	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 11:41:52.061652000	2016-01-09 11:41:52.061652000	2016-01-09 11:24:00.857273000	0 days 00:17:51.204379	1071
358	40	Delay	722359.800356	Type_1	89	1022	6	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:39:19.800356000	2016-01-09 18:39:19.800356000	2016-01-09 11:38:13.005661000	0 days 07:01:06.794695	25266
359	43	Outline Text, Targeting, and URLs	699193.005661	Type_2	50	205	8	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:13:13.005661000	2016-01-09 12:13:13.005661000	2016-01-09 11:58:13.005661000	0 days 00:15:00	900
360	42	Request	699000.0	Type_2	98	767	1	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:10:00.000000000	2016-01-09 12:10:00.000000000	2016-01-09 12:00:00.000000000	0 days 00:10:00	600
361	25	Send On	699097.554331	Type_1	41	228	19	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:11:37.554331000	2016-01-09 12:11:37.554331000	2016-01-09 12:01:37.554331000	0 days 00:10:00	600
362	42	Start	699000.0	Type_2	98	1376	2	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:10:00.000000000	2016-01-09 12:10:00.000000000	2016-01-09 12:10:00.000000000	0 days 00:00:00	0
363	42	Schedule Activities	700483.764347	Type_2	98	15	3	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 12:34:43.764347000	2016-01-09 12:34:43.764347000	2016-01-09 12:10:00.000000000	0 days 00:24:43.764347	1483
364	25	Send Email	808914.600789	Type_1	41	42	20	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 18:41:54.600789000	2016-01-10 18:41:54.600789000	2016-01-09 12:11:37.554331000	1 days 06:30:17.046458	109817
365	29	 Create Initial Draft	716694.799711	Type_2	50	207	9	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 17:04:54.799711000	2016-01-09 17:04:54.799711000	2016-01-09 12:13:13.005661000	0 days 04:51:41.794050	17501
366	43	Create Initial Target List	786893.879407	Type_2	50	21	22	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 12:34:53.879407000	2016-01-10 12:34:53.879407000	2016-01-09 12:13:13.005661000	1 days 00:21:40.873746	87700
367	42	Broadcast Request for Related Articles	788093.879407	Type_2	98	194	5	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 12:54:53.879407000	2016-01-10 12:54:53.879407000	2016-01-09 12:34:43.764347000	1 days 00:20:10.115060	87610
368	18	Optimize Graphics	716270.762256	Type_4	28	62	11	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 16:57:50.762256000	2016-01-09 16:57:50.762256000	2016-01-09 12:58:55.100207000	0 days 03:58:55.662049	14335
369	44	Outline Text, Targeting, and URLs	703368.074114	Type_1	49	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 13:22:48.074114000	2016-01-09 13:22:48.074114000	2016-01-09 13:07:48.074114000	0 days 00:15:00	900
370	26	 Create Initial Draft	720621.957907	Type_1	49	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:10:21.957907000	2016-01-09 18:10:21.957907000	2016-01-09 13:22:48.074114000	0 days 04:47:33.883793	17253
371	44	Create Initial Target List	789919.877676	Type_1	49	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 13:25:19.877676000	2016-01-10 13:25:19.877676000	2016-01-09 13:22:48.074114000	1 days 00:02:31.803562	86551
372	45	Outline Text, Targeting, and URLs	710035.100207	Type_4	52	205	8	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 15:13:55.100207000	2016-01-09 15:13:55.100207000	2016-01-09 13:28:55.100207000	0 days 01:45:00	6300
373	32	 Create Initial Draft	804180.91199	Type_4	52	207	9	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 17:23:00.911990000	2016-01-10 17:23:00.911990000	2016-01-09 15:13:55.100207000	1 days 02:09:05.811783	94145
374	45	Create Initial Target List	795857.39071	Type_4	52	21	22	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 15:04:17.390710000	2016-01-10 15:04:17.390710000	2016-01-09 15:13:55.100207000	0 days 23:50:22.290503	85822
375	28	Send Email	869024.582865	Type_4	28	42	20	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-11 11:23:44.582865000	2016-01-11 11:23:44.582865000	2016-01-09 15:31:51.822058000	1 days 19:51:52.760807	157912
376	33	Modify Criteria	712556.46775	Type_2	38	33	26	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 15:55:56.467750000	2016-01-09 15:55:56.467750000	2016-01-09 15:43:36.849687000	0 days 00:12:19.618063	739
377	33	Pull Target List	719088.621124	Type_2	38	27	27	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 17:44:48.621124000	2016-01-09 17:44:48.621124000	2016-01-09 15:55:56.467750000	0 days 01:48:52.153374	6532
378	46	Request	713400.0	Type_4	100	767	1	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 16:10:00.000000000	2016-01-09 16:10:00.000000000	2016-01-09 16:00:00.000000000	0 days 00:10:00	600
379	46	Start	713400.0	Type_4	100	1376	2	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 16:10:00.000000000	2016-01-09 16:10:00.000000000	2016-01-09 16:10:00.000000000	0 days 00:00:00	0
380	46	Schedule Activities	714721.02775	Type_4	100	15	3	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-09 16:32:01.027750000	2016-01-09 16:32:01.027750000	2016-01-09 16:10:00.000000000	0 days 00:22:01.027750	1321
381	35	Gather Materials	796757.39071	Type_1	85	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 15:19:17.390710000	2016-01-10 15:19:17.390710000	2016-01-09 16:20:46.462248000	0 days 22:58:30.928462	82710
382	46	Broadcast Request for Related Articles	802024.17747	Type_4	100	194	5	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 16:47:04.177470000	2016-01-10 16:47:04.177470000	2016-01-09 16:32:01.027750000	1 days 00:15:03.149720	87303
383	37	Gather Materials	802696.614317	Type_2	86	1341	7	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 16:58:16.614317000	2016-01-10 16:58:16.614317000	2016-01-09 16:33:43.519954000	1 days 00:24:33.094363	87873
384	22	Create Proof	716578.61753	Type_2	38	219	15	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 17:02:58.617530000	2016-01-09 17:02:58.617530000	2016-01-09 16:34:32.170281000	0 days 00:28:26.447249	1706
385	17	End	714969.660533	Type_2	26	285	21	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 16:36:09.660533000	2016-01-09 16:36:09.660533000	2016-01-09 16:36:09.660533000	0 days 00:00:00	0
386	18	Paste In Template	777821.623038	Type_4	28	66	12	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 10:03:41.623038000	2016-01-10 10:03:41.623038000	2016-01-09 16:57:50.762256000	0 days 17:05:50.860782	61550
387	29	Internal Review And Changes	720297.365145	Type_2	50	95	10	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:04:57.365145000	2016-01-09 18:04:57.365145000	2016-01-09 17:04:54.799711000	0 days 01:00:02.565434	3602
388	22	Send On	718892.757413	Type_2	38	228	19	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 17:41:32.757413000	2016-01-09 17:41:32.757413000	2016-01-09 17:31:32.757413000	0 days 00:10:00	600
389	22	Send Email	797157.545966	Type_2	38	42	20	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 15:25:57.545966000	2016-01-10 15:25:57.545966000	2016-01-09 17:41:32.757413000	0 days 21:44:24.788553	78264
390	39	Gather Materials	803824.17747	Type_4	88	1341	7	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 17:17:04.177470000	2016-01-10 17:17:04.177470000	2016-01-09 17:45:50.380780000	0 days 23:31:13.796690	84673
391	23	Internal Review And Changes	801496.614317	Type_4	40	95	10	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 16:38:16.614317000	2016-01-10 16:38:16.614317000	2016-01-09 17:59:01.432681000	0 days 22:39:15.181636	81555
392	47	Request	720600.0	Type_1	101	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:10:00.000000000	2016-01-09 18:10:00.000000000	2016-01-09 18:00:00.000000000	0 days 00:10:00	600
393	29	Optimize Graphics	778606.488762	Type_2	50	62	11	80	85	25	Newsletter	10	3	5	3	30	10	2	20	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 10:16:46.488762000	2016-01-10 10:16:46.488762000	2016-01-09 18:04:57.365145000	0 days 16:11:49.123617	58309
394	47	Start	720600.0	Type_1	101	1376	2	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:10:00.000000000	2016-01-09 18:10:00.000000000	2016-01-09 18:10:00.000000000	0 days 00:00:00	0
395	47	Schedule Activities	722227.906372	Type_1	101	15	3	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:37:07.906372000	2016-01-09 18:37:07.906372000	2016-01-09 18:10:00.000000000	0 days 00:27:07.906372	1627
396	26	Internal Review And Changes	783165.391091	Type_1	49	95	10	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 11:32:45.391091000	2016-01-10 11:32:45.391091000	2016-01-09 18:10:21.957907000	0 days 17:22:23.433184	62543
397	23	OK?	957029.408873	Type_4	40	226	17	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-12 11:50:29.408873000	2016-01-12 11:50:29.408873000	2016-01-09 18:12:00.832131000	2 days 17:38:28.576742	236308
398	38	Pull Target List	786562.627928	Type_4	40	27	27	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 12:29:22.627928000	2016-01-10 12:29:22.627928000	2016-01-09 18:12:00.832131000	0 days 18:17:21.795797	65841
399	48	Outline Text, Targeting, and URLs	721797.365145	Type_1	53	205	8	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-09 18:29:57.365145000	2016-01-09 18:29:57.365145000	2016-01-09 18:14:57.365145000	0 days 00:15:00	900
400	34	 Create Initial Draft	790044.170782	Type_1	53	207	9	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 13:27:24.170782000	2016-01-10 13:27:24.170782000	2016-01-09 18:29:57.365145000	0 days 18:57:26.805637	68246
401	48	Create Initial Target List	872790.235606	Type_1	53	21	22	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-11 12:26:30.235606000	2016-01-11 12:26:30.235606000	2016-01-09 18:29:57.365145000	1 days 17:56:32.870461	150992
402	47	Broadcast Request for Related Articles	873990.235606	Type_1	101	194	5	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-11 12:46:30.235606000	2016-01-11 12:46:30.235606000	2016-01-09 18:37:07.906372000	1 days 18:09:22.329234	151762
403	40	Gather Materials	874590.235606	Type_1	89	1341	7	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-11 12:56:30.235606000	2016-01-11 12:56:30.235606000	2016-01-09 18:39:19.800356000	1 days 18:17:10.435250	152230
404	49	Request	778200.0	Type_1	109	767	1	100	100	100	Newsletter	10	3	5	3	30	10	2	10	3	1	1	1	90	45	15	45	10	False	0	2	1	30	15	30	15	10	2016-01-10 10:10:00.000000000	2016-01-10 10:10:00.000000000	2016-01-10 10:00:00.000000000	0 days 00:10:00	600
405	18	Review	789778.268855	Type_4	28	223	16	100	100	100	Newsletter	30	9	15	9	90	30	2	30	9	3	3	3	270	135	45	135	30	False	0	6	3	90	45	90	45	30	2016-01-10 13:22:58.268855000	2016-01-10 13:22:58.268855000	2016-01-10 10:03:41.623038000	0 days 03:19:16.645817	11956
